,TWEETS,Cleaned_TWEETS,Lemmatized_TWEETS,Predictions of TASK
77,@realDonaldTrump I truly encourage people NOT to buy @TysonFoods in solidarity for these workers that are being FORCED to WORK having been infected with #coronavirus! Workers are DEAD now! And are they being tested? This can\xe2\x80\x99t be happening in 2020! GREED BEFORE PEOPLE! https://t.co/zWWCufnqL9,"[('realdonaldtrump', 'NN'), ('truli', 'NNS'), ('encourag', 'VBP'), ('peopl', 'JJ'), ('tysonfood', 'NN'), ('solidar', 'NN'), ('worker', 'NN'), ('forc', 'NN'), ('work', 'NN'), ('infect', 'JJ'), ('coronaviru', 'JJ'), ('worker', 'NN'), ('dead', 'JJ'), ('test', 'NN'), ('thi', 'NN'), ('happen', 'VB'), ('greed', 'NN'), ('befor', 'JJ'), ('peopl', 'NN'), ('http', 'NN'), ('zwwcufnql', 'NN')]",realdonaldtrump truli encourag peopl tysonfood solidar worker forc work infect coronaviru worker dead test thi happen greed befor peopl http zwwcufnql,0
78,https://t.co/nvcaZPV0SI,"[('http', 'NN'), ('nvcazpv', 'NN')]",http nvcazpv,1
79,A joke from our show on Wed at candysbbr. The kids were out in full force. #standupcomedy #funnyvideo #sandiego\xe2\x80\xa6 https://t.co/s9598bYvKk,"[('joke', 'NN'), ('show', 'NN'), ('candysbbr', 'NN'), ('kid', 'CC'), ('full', 'JJ'), ('forc', 'NN'), ('standupcomedi', 'NN'), ('funnyvideo', 'NN'), ('sandiego', 'NN'), ('http', 'NN'), ('byvkk', 'NN')]",joke show candysbbr kid full forc standupcomedi funnyvideo sandiego http byvkk,1
80,Yeppppppp,"[('yeppppppp', 'NN')]",yeppppppp,2
81,@washingtonpost @joy31608 Hey! That\'s @RefuseFascism  We\'ve been counter protesting the anti-science #ReOpenAmerica fascist rallies across the country demanding #TrumpPenceOutNow    Read the https://t.co/qhC1011IW2 2020 statement of conscience sign &amp; share https://t.co/Y7mCu0OHVj   https://t.co/JsBjRwTsZ8,"[('washingtonpost', 'NN'), ('that', 'IN'), ('refusefasc', 'VBZ'), ('counter', 'RB'), ('protest', 'JJ'), ('anti', 'NN'), ('scienc', 'NN'), ('reopenamerica', 'VBP'), ('fascist', 'JJ'), ('ralli', 'NN'), ('across', 'IN'), ('countri', 'JJ'), ('demand', 'NN'), ('trumppenceoutnow', 'VBP'), ('read', 'VBN'), ('http', 'JJ'), ('statement', 'NN'), ('conscienc', 'NN'), ('sign', 'NN'), ('share', 'NN'), ('http', 'JJ'), ('ohvj', 'NN'), ('http', 'NN'), ('jsbjrwtsz', 'NN')]",washingtonpost refusefasc counter protest anti scienc reopenamerica fascist ralli across countri demand trumppenceoutnow read http statement conscienc sign share http ohvj http jsbjrwtsz,1
82,This is great. Fair play \xe2\x9d\xa4\xef\xb8\x8f https://t.co/tbvcwkMIQF,"[('thi', 'RB'), ('great', 'JJ'), ('fair', 'JJ'), ('play', 'NN'), ('http', 'NN'), ('tbvcwkmiqf', 'NN')]",thi great fair play http tbvcwkmiqf,2
83,If all this corona deal is gone by Halloween... Who\xe2\x80\x99s down to dress up as a Midsommar cult member with me? #please https://t.co/gB3qINQ87y,"[('corona', 'NN'), ('deal', 'NN'), ('gone', 'VBN'), ('halloween', 'JJ'), ('dress', 'NN'), ('midsommar', 'NN'), ('cult', 'NN'), ('member', 'NN'), ('pleas', 'JJ'), ('http', 'NN'), ('qinq', 'NN')]",corona deal go halloween dress midsommar cult member pleas http qinq,1
84,They got a cumbia corona virus song,"[('they', 'PRP'), ('cumbia', 'VBP'), ('corona', 'JJ'), ('viru', 'NN'), ('song', 'NN')]",cumbia corona viru song,2
85,What the heck is the @GOPSenate waiting for?  https://t.co/U6P4cMbtyr,"[('what', 'WP'), ('heck', 'NN'), ('gopsen', 'NN'), ('wait', 'NN'), ('http', 'NN'), ('cmbtyr', 'NN')]",heck gopsen wait http cmbtyr,1
86,What is wrong with these people?,"[('what', 'WP'), ('wrong', 'JJ'), ('peopl', 'NN')]",wrong peopl,1
87,IamIntel   Intel &amp; @sickbayMIC Scale to Serve #telemedicine helps treat surge of COVID-19 ICU cases https://t.co/x0lKMKq1MR #IamIntel,"[('iamintel', 'NN'), ('intel', 'NN'), ('sickbaym', 'NN'), ('scale', 'NN'), ('serv', 'NN'), ('telemedicin', 'NN'), ('help', 'NN'), ('treat', 'VB'), ('surg', 'NN'), ('covid', 'NN'), ('case', 'NN'), ('http', 'NN'), ('lkmkq', 'NN'), ('iamintel', 'NN')]",iamintel intel sickbaym scale serv telemedicin help treat surg covid case http lkmkq iamintel,2
88,Umm...,[],,2
89,Not all angels have wings. Some have stethoscopes #healthcareheros #herosofhealthcare #COVID19 #pandemic #frontline #NotAllHeroesWearCapes,"[('angel', 'NN'), ('wing', 'VBG'), ('some', 'DT'), ('stethoscop', 'NN'), ('healthcarehero', 'NN'), ('herosofhealthcar', 'NN'), ('covid', 'NN'), ('pandem', 'NN'), ('frontlin', 'NN'), ('notallheroeswearcap', 'NN')]",angel wing stethoscop healthcarehero herosofhealthcar covid pandem frontlin notallheroeswearcap,2
90,Citizen Journalist Covering Virus Outbreak From Wuhan Goes Missing https://t.co/HpXb2D3ZGN,"[('citizen', 'JJ'), ('journalist', 'NN'), ('cover', 'NN'), ('viru', 'NN'), ('outbreak', 'VBP'), ('from', 'IN'), ('wuhan', 'NN'), ('goe', 'NN'), ('miss', 'VBP'), ('http', 'NN'), ('hpxb', 'NN')]",citizen journalist cover viru outbreak wuhan goe miss http hpxb,1
91,@DemFromCT @NYGovCuomo subways were a big deal - small labs where virus was released by the unknowing to the unwilling. A perfect Covid petrie dish,"[('demfromct', 'NN'), ('nygovcuomo', 'DT'), ('subway', 'JJ'), ('deal', 'NN'), ('small', 'JJ'), ('lab', 'NN'), ('viru', 'NN'), ('releas', 'NNS'), ('unknow', 'VBP'), ('unwil', 'JJ'), ('perfect', 'NN'), ('covid', 'NN'), ('petri', 'NN'), ('dish', 'NN')]",demfromct nygovcuomo subway deal small lab viru releas unknow unwil perfect covid petri dish,1
92,Yo for real tho are they \xe2\x80\x9clying\xe2\x80\x9d about covid death numbers or are they labeling anyone that likely died as covid a covid death and not testing because they can\xe2\x80\x99t for whatever reason?,"[('real', 'JJ'), ('cli', 'NN'), ('covid', 'NN'), ('death', 'NN'), ('number', 'NN'), ('label', 'JJ'), ('anyon', 'NN'), ('like', 'IN'), ('die', 'NN'), ('covid', 'NN'), ('covid', 'JJ'), ('death', 'NN'), ('test', 'NN'), ('whatev', 'NN'), ('reason', 'NN')]",real cli covid death number label anyon like die covid covid death test whatev reason,0
93,@ZackBornstein \xe2\x80\x9cokay mr president time for your corona virus treatment\xe2\x80\x9d https://t.co/lTNgmTtnIB,"[('zackbornstein', 'NN'), ('cokay', 'NN'), ('presid', 'NN'), ('time', 'NN'), ('corona', 'JJ'), ('viru', 'NN'), ('treatment', 'NN'), ('http', 'NN'), ('ltngmttnib', 'NN')]",zackbornstein cokay presid time corona viru treatment http ltngmttnib,1
94,So that\xe2\x80\x99s how you do it!! \xf0\x9f\x8d\xbb,[],,2
95,Love her! #QueensSpeech #QueenElizabeth #COVID19,"[('love', 'VB'), ('queensspeech', 'NN'), ('queenelizabeth', 'NN'), ('covid', 'NN')]",love queensspeech queenelizabeth covid,0
96,And Can\xe2\x80\x99t Forget \xe2\x80\x9cI Just Flipped The Switch\xe2\x80\x9d \xf0\x9f\xa5\xb4\xf0\x9f\xa5\xb4\xf0\x9f\xa5\xb4,"[('forget', 'VB'), ('just', 'RB'), ('flip', 'NN'), ('switch', 'NN')]",forget flip switch,0
97,The Cheesecake Factory : Cheesecake factory should pay employees during COVID-19 Outbreak. - Sign the Petition! https://t.co/0lZHUZyEPb via @Change,"[('cheesecak', 'NN'), ('factori', 'NN'), ('cheesecak', 'NN'), ('factori', 'NN'), ('employe', 'NN'), ('covid', 'NN'), ('outbreak', 'VBP'), ('sign', 'NN'), ('petit', 'NN'), ('http', 'NN'), ('lzhuzyepb', 'NN'), ('chang', 'NN')]",cheesecak factori cheesecak factori employe covid outbreak sign petit http lzhuzyepb chang,1
98,Beautiful \xf0\x9f\x98\x8d,"[('beauti', 'NN')]",beauti,0
99,LORD HELP US\xf0\x9f\x98\xa1\xf0\x9f\xa4\xa5\xf0\x9f\x98\xa1\xf0\x9f\xa4\xa5\xf0\x9f\x98\xa1\xf0\x9f\xa4\xa5,"[('lord', 'NN'), ('help', 'NN')]",lord help,2
100,\xf0\x9f\xa4\x94,[],,2
101,I hear the limousine may make a pace lap. Is that for real? Have fun. Any word on why one guy who got covid 19 in Arizona is dead? Also if a week ago only 3 had it and today 3 are dead does that mean they were unlucky or does that mean more no recoveries than recoveries?,"[('hear', 'JJ'), ('limousin', 'NNS'), ('make', 'VBP'), ('pace', 'NN'), ('real', 'JJ'), ('have', 'VBP'), ('word', 'NN'), ('covid', 'NN'), ('arizona', 'NN'), ('dead', 'NN'), ('also', 'RB'), ('week', 'NN'), ('today', 'NN'), ('dead', 'JJ'), ('mean', 'NN'), ('unlucki', 'JJ'), ('mean', 'JJ'), ('recoveri', 'NN'), ('recoveri', 'NN')]",hear limousin make pace real word covid arizona dead also week today dead mean unlucki mean recoveri recoveri,1
102,True,"[('true', 'JJ')]",true,2
103,Great work Jim!,"[('great', 'JJ'), ('work', 'NN')]",great work,2
104,Is it coronavirus or corona virus??? Does it matter?? lol,"[('coronaviru', 'NN'), ('corona', 'NN'), ('viru', 'NN'), ('doe', 'NN'), ('matter', 'NN')]",coronaviru corona viru doe matter,2
105,I-,[],,2
106,Probably more in China \xf0\x9f\xa4\x94\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x99\x8f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8,"[('probabl', 'NN'), ('china', 'NN')]",probabl china,2
107,@realDonaldTrump - https://t.co/dH5Fbds1kA,"[('realdonaldtrump', 'NN'), ('http', 'NN'), ('fbd', 'NN')]",realdonaldtrump http fbd,0
108,Flying out of Ontario for the rest of the year,"[('fli', 'NN'), ('ontario', 'NN'), ('rest', 'NN'), ('year', 'NN')]",fli ontario rest year,2
109,17 countries have officially reported coronavirus patients and that is TERRIFYING,"[('countri', 'NN'), ('offici', 'MD'), ('report', 'VB'), ('coronaviru', 'JJ'), ('patient', 'NN'), ('terrifi', 'NN')]",countri offici report coronaviru patient terrifi,2
110,1. .@GavinNewsom #BringThemHome for Mother\xe2\x80\x99s Day! Elders fighting cancer are at a huge health risk under #COVID19. Sign the petitions! https://t.co/S1a6Wc8y33 #BringThemHome #FreeOurElders #ClemencyNow https://t.co/MPuc9r6VWO,"[('gavinnewsom', 'NN'), ('bringthemhom', 'NN'), ('mother', 'NN'), ('elder', 'NN'), ('fight', 'NN'), ('cancer', 'NN'), ('huge', 'JJ'), ('health', 'NN'), ('risk', 'NN'), ('covid', 'VBP'), ('sign', 'NN'), ('petit', 'NN'), ('http', 'NN'), ('bringthemhom', 'NN'), ('freeoureld', 'VBD'), ('clemencynow', 'JJ'), ('http', 'NN'), ('mpuc', 'NN')]",gavinnewsom bringthemhom mother elder fight cancer huge health risk covid sign petit http bringthemhom freeoureld clemencynow http mpuc,1
111,@senatemajldr #VoteHimOutNov,"[('senatemajldr', 'NN'), ('votehimoutnov', 'NN')]",senatemajldr votehimoutnov,1
112,Because we have no leadership,"[('becaus', 'NN'), ('leadership', 'NN')]",becaus leadership,0
113,If I were to guess. Sounds like everybody is being classified as having died from Covid-19\xe2\x80\x93regardless of what they actually died of.,"[('guess', 'NN'), ('sound', 'NN'), ('like', 'IN'), ('everybodi', 'NN'), ('classifi', 'NN'), ('die', 'NN'), ('covid', 'NN'), ('regardless', 'RB'), ('actual', 'JJ'), ('die', 'NN')]",guess sound like everybodi classifi die covid regardless actual die,0
114,That sounds like my Coachella weekend,"[('that', 'DT'), ('sound', 'NN'), ('like', 'IN'), ('coachella', 'NN'), ('weekend', 'NN')]",sound like coachella weekend,2
115,Classifying covid19!!!   Keep it a secret from us?  Trump has no symptoms and yet he gets tested!   Hundreds of people are showing symptoms and can\xe2\x80\x99t get tested because of a shortage of tests.  I agree. He would love to have all senior citizens die.,"[('classifi', 'NN'), ('covid', 'NN'), ('keep', 'VB'), ('secret', 'JJ'), ('trump', 'NN'), ('symptom', 'NN'), ('get', 'VB'), ('test', 'JJ'), ('hundr', 'NN'), ('peopl', 'NN'), ('show', 'NN'), ('symptom', 'JJ'), ('test', 'NN'), ('shortag', 'NN'), ('test', 'NN'), ('agre', 'NN'), ('would', 'MD'), ('love', 'VB'), ('senior', 'JJ'), ('citizen', 'NNS')]",classifi covid keep secret trump symptom get test hundr peopl show symptom test shortag test agre would love senior citizen,1
116,HOW are we already in shortage or these things when we aren\xe2\x80\x99t even testing people fjrinejdiwkekfoe I HATE IT HERE,"[('alreadi', 'RB'), ('shortag', 'JJ'), ('thing', 'NN'), ('even', 'RB'), ('test', 'VBP'), ('peopl', 'NN'), ('fjrinejdiwkekfo', 'NN'), ('hate', 'NN'), ('here', 'RB')]",alreadi shortag thing even test peopl fjrinejdiwkekfo hate,2
117,It\xe2\x80\x99s simple. Wear face masks decreases your chance of getting infected. #facemask #coronavirus #health #wellness #staysafe @ KDT Optometry https://t.co/wsfvvKlyww,"[('simpl', 'NN'), ('wear', 'JJ'), ('face', 'NN'), ('mask', 'NN'), ('decreas', 'NNS'), ('chanc', 'VBP'), ('get', 'VB'), ('infect', 'JJ'), ('facemask', 'NN'), ('coronaviru', 'NN'), ('health', 'NN'), ('well', 'RB'), ('staysaf', 'RB'), ('optometri', 'JJ'), ('http', 'NN'), ('wsfvvklyww', 'NN')]",simpl wear face mask decreas chanc get infect facemask coronaviru health well staysaf optometri http wsfvvklyww,2
118,Italy and France are now prescribing hydroxychloroquine and chloroquine as treatments for coronavirus patients https://t.co/jWuPXfwSxm,"[('itali', 'NN'), ('franc', 'NN'), ('prescrib', 'NN'), ('hydroxychloroquin', 'NN'), ('chloroquin', 'NN'), ('treatment', 'NN'), ('coronaviru', 'NN'), ('patient', 'NN'), ('http', 'NN'), ('jwupxfwsxm', 'NN')]",itali franc prescrib hydroxychloroquin chloroquin treatment coronaviru patient http jwupxfwsxm,1
119,@Andreshellrider https://t.co/GXKB9V6Ush,"[('andreshellrid', 'JJ'), ('http', 'NN'), ('gxkb', 'NN')]",andreshellrid http gxkb,2
120,Check out the weekly newsletter and make sure to subscribe so you don\xe2\x80\x99t miss another!   https://t.co/8hrIn0f7my,"[('check', 'NN'), ('weekli', 'NN'), ('newslett', 'NNS'), ('make', 'VBP'), ('sure', 'JJ'), ('subscrib', 'NN'), ('miss', 'NN'), ('anoth', 'DT'), ('http', 'NN'), ('hrin', 'NN')]",check weekli newslett make sure subscrib miss anoth http hrin,0
121,\xf0\x9f\x98\xb3,[],,2
122,https://t.co/qCxFI8S5re #EritreaFightsCOVID19 morning Africa,"[('http', 'NN'), ('qcxfi', 'NN'), ('eritreafightscovid', 'VBP'), ('morn', 'VBN'), ('africa', 'NN')]",http qcxfi eritreafightscovid morn africa,2
123,Me and my fianc\xc3\xa9 tested positive for covid \xf0\x9f\x98\xad,"[('fianc', 'JJ'), ('test', 'NN'), ('posit', 'NN'), ('covid', 'NN')]",fianc test posit covid,1
124,CNN\xe2\x80\x99s Dana Bash Praises Trump\xe2\x80\x99s Handling of Coronavirus: \xe2\x80\x9cKind Of Leader That People Need\xe2\x80\x9d https://t.co/o12luwqyFw,"[('dana', 'NN'), ('bash', 'NN'), ('prais', 'NN'), ('trump', 'NN'), ('handl', 'NN'), ('coronaviru', 'NN'), ('ckind', 'NN'), ('leader', 'NN'), ('that', 'WDT'), ('peopl', 'VBP'), ('need', 'VBP'), ('http', 'NNS'), ('luwqyfw', 'VB')]",dana bash prais trump handl coronaviru ckind leader peopl need http luwqyfw,1
125,Saluting the Heroes of the Coronavirus Pandumbic | The Daily Show https://t.co/PXnNqrjwjW via @YouTube,"[('salut', 'NN'), ('hero', 'NN'), ('coronaviru', 'NN'), ('pandumb', 'NN'), ('daili', 'NN'), ('show', 'NN'), ('http', 'VBZ'), ('pxnnqrjwjw', 'JJ'), ('youtub', 'NN')]",salut hero coronaviru pandumb daili show http pxnnqrjwjw youtub,2
126,@realDonaldTrump Hey Bigot!  You dare to talk about Joe Biden while you put that incompetent homophobe in charge of COVID-19? Do you know how many people died because he didn't believe in science and because he believed HIV was a plague sent by God to destroy the gays. You are an idiot!,"[('realdonaldtrump', 'NN'), ('bigot', 'VBD'), ('dare', 'JJ'), ('talk', 'NN'), ('biden', 'NN'), ('incompet', 'NN'), ('homophob', 'NN'), ('charg', 'NN'), ('covid', 'NN'), ('know', 'VBP'), ('mani', 'NN'), ('peopl', 'NN'), ('die', 'NN'), ('believ', 'NN'), ('scienc', 'NN'), ('believ', 'NN'), ('plagu', 'NN'), ('sent', 'VBD'), ('destroy', 'NN'), ('gay', 'NN'), ('idiot', 'NN')]",realdonaldtrump bigot dare talk biden incompet homophob charg covid know mani peopl die believ scienc believ plagu send destroy gay idiot,0
127,Updating thread with newer data https://t.co/RUrK6bc78p,"[('updat', 'JJ'), ('thread', 'NN'), ('newer', 'JJR'), ('data', 'NNS'), ('http', 'NNS'), ('rurk', 'VBP')]",updat thread new data http rurk,2
128,Closed 1 of 2 of my jobs down... lmao,"[('close', 'JJ'), ('job', 'NN'), ('lmao', 'NN')]",close job lmao,0
129,Our girls weekend getaway to Reno for the Prince Royce concert and a food festival got cancelled due to what's going on with Covid-19  I was totally looking forward for the 1st time leaving Kiki &amp; Joey home alone for a whole weekend. Oh well maybe in two years from now. \xf0\x9f\xa4\xb7\xf0\x9f\x98\x85,"[('girl', 'JJ'), ('weekend', 'NN'), ('getaway', 'NN'), ('reno', 'JJ'), ('princ', 'NN'), ('royc', 'NN'), ('concert', 'NN'), ('food', 'NN'), ('festiv', 'NN'), ('cancel', 'NN'), ('go', 'VBP'), ('covid', 'JJ'), ('total', 'JJ'), ('look', 'VB'), ('forward', 'JJ'), ('time', 'NN'), ('leav', 'JJ'), ('kiki', 'NN'), ('joey', 'NN'), ('home', 'NN'), ('alon', 'NN'), ('whole', 'JJ'), ('weekend', 'NN'), ('well', 'RB'), ('mayb', 'CD'), ('year', 'NN')]",girl weekend getaway reno princ royc concert food festiv cancel go covid total look forward time leav kiki joey home alon whole weekend well mayb year,0
130,Say it loud say it proud,"[('loud', 'JJ'), ('proud', 'NN')]",loud proud,2
131,This graphically depicts what Trump considers is a great success story. These stats are a direct result of his inaction and gross incompetence.  #BidenHarris2020,"[('thi', 'NN'), ('graphic', 'JJ'), ('depict', 'NN'), ('trump', 'NN'), ('consid', 'NN'), ('great', 'JJ'), ('success', 'NN'), ('stori', 'NN'), ('these', 'DT'), ('stat', 'NNS'), ('direct', 'VBP'), ('result', 'NN'), ('inact', 'NN'), ('gross', 'JJ'), ('incompet', 'NN'), ('bidenharri', 'NN')]",thi graphic depict trump consid great success stori stat direct result inact gross incompet bidenharri,2
132,@RyanSeacrest #DisneyFamilySingalong great show! Save this! Singing from our kitchens! What a historic time! #covid19 #coronavirus #staysafe #stayhome #history,"[('ryanseacrest', 'NN'), ('disneyfamilysingalong', 'RB'), ('great', 'JJ'), ('show', 'NN'), ('save', 'VBP'), ('sing', 'VBG'), ('kitchen', 'VB'), ('what', 'WP'), ('histor', 'NN'), ('time', 'NN'), ('covid', 'JJ'), ('coronaviru', 'NN'), ('staysaf', 'NN'), ('stayhom', 'NN'), ('histori', 'NN')]",ryanseacrest disneyfamilysingalong great show save sing kitchen histor time covid coronaviru staysaf stayhom histori,1
133,My new #covid19 #couture #wardrobe @ Hollywood https://t.co/pXK0aRHF7y,"[('covid', 'NN'), ('coutur', 'NN'), ('wardrob', 'NN'), ('hollywood', 'NN'), ('http', 'NN'), ('arhf', 'NN')]",covid coutur wardrob hollywood http arhf,0
134,There is no excuse to still require an excuse.,"[('there', 'RB'), ('excus', 'VB'), ('still', 'RB'), ('requir', 'JJ'), ('excus', 'NN')]",excus still requir excus,2
135,A pt tested positive for #Covid19 and 1 month pregnant at the same time. If we help her get through this one it will be double the miracle \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb #TCM #naturalliving #COVID #positivevibes,"[('test', 'NN'), ('posit', 'NN'), ('covid', 'JJ'), ('month', 'NN'), ('pregnant', 'JJ'), ('time', 'NN'), ('help', 'NN'), ('doubl', 'VB'), ('miracl', 'JJ'), ('naturalliv', 'NN'), ('covid', 'NN'), ('positivevib', 'NN')]",test posit covid month pregnant time help doubl miracl naturalliv covid positivevib,1
136,@LaurenSFPhilly @chicoharlan @washingtonpost Same could be said for you.   https://t.co/oanLzvoVSA,"[('laurensfphilli', 'NN'), ('chicoharlan', 'NN'), ('washingtonpost', 'VBD'), ('same', 'JJ'), ('could', 'MD'), ('said', 'VBD'), ('http', 'VB'), ('oanlzvovsa', 'NN')]",laurensfphilli chicoharlan washingtonpost could say http oanlzvovsa,2
137,Another tour de force post by the modern day OG for preserving public schools. \xe2\x80\x9cThe Coronavirus Just Might End School Privatization Nonsense\xe2\x80\x9d \xe2\x80\x93 Diane Ravitch's blog https://t.co/Y4JgEH1vyo,"[('anoth', 'DT'), ('tour', 'JJ'), ('forc', 'NN'), ('post', 'NN'), ('modern', 'JJ'), ('preserv', 'VBZ'), ('public', 'JJ'), ('school', 'NN'), ('cthe', 'NN'), ('coronaviru', 'NN'), ('just', 'RB'), ('might', 'MD'), ('school', 'NN'), ('privat', 'NN'), ('nonsens', 'NNS'), ('dian', 'JJ'), ('ravitch', 'NN'), ('blog', 'NN'), ('http', 'NN'), ('jgeh', 'NN')]",anoth tour forc post modern preserv public school cthe coronaviru might school privat nonsens dian ravitch blog http jgeh,2
138,Just write return to sender and put back in the mail. https://t.co/MhFvgQKwb2,"[('just', 'RB'), ('write', 'JJ'), ('return', 'NN'), ('sender', 'NN'), ('back', 'RB'), ('mail', 'NN'), ('http', 'NN'), ('mhfvgqkwb', 'NN')]",write return sender back mail http mhfvgqkwb,2
139,I am more worried about being quarantined 14 days away from my child than the actual coronavirus itself.,"[('worri', 'JJ'), ('quarantin', 'JJ'), ('day', 'NN'), ('away', 'RB'), ('child', 'JJ'), ('actual', 'JJ'), ('coronaviru', 'NN')]",worri quarantin day away child actual coronaviru,1
140,via @nytimes  https://t.co/W13dTUU2vq,"[('nytim', 'JJ'), ('http', 'NN'), ('dtuu', 'NN')]",nytim http dtuu,2
141,Help Public Health spread the word. Please download at https://t.co/PduU0XPaMR and post these images to help slow t\xe2\x80\xa6 https://t.co/ARtebKqGTN,"[('help', 'VB'), ('public', 'JJ'), ('health', 'NN'), ('spread', 'NN'), ('word', 'NN'), ('pleas', 'NNS'), ('download', 'VBP'), ('http', 'JJ'), ('pduu', 'NN'), ('xpamr', 'NNP'), ('post', 'NN'), ('imag', 'NN'), ('help', 'NN'), ('slow', 'VB'), ('http', 'NN'), ('artebkqgtn', 'NN')]",help public health spread word plea download http pduu xpamr post imag help slow http artebkqgtn,1
142,wow,[],,2
143,No need to even advertise / publish a lockdown end date until you give us confidence in testing: 1. availablity and 2. accuracy,"[('need', 'VB'), ('even', 'RB'), ('advertis', 'VB'), ('publish', 'JJ'), ('lockdown', 'JJ'), ('date', 'NN'), ('give', 'VB'), ('confid', 'JJ'), ('test', 'NN'), ('availabl', 'NN'), ('accuraci', 'NN')]",need even advertis publish lockdown date give confid test availabl accuraci,1
